,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
2301,4,Barrett Circles,Megan,Davies,18,Daughter,Single,Female,Student,None,None
2302,4,Barrett Circles,Raymond,Davies,18,Son,Divorced,Male,Student,None,None
2303,4,Barrett Circles,Kenneth,Davies,15,Son,NA,Male,Student,None,NA
2304,5,Barrett Circles,Jean,Hooper,33,Head,Single,Female,Advertising copywriter,None,None
2305,5,Barrett Circles,Jamie,Taylor,34,Partner,Single,Male,Unemployed,None,None
2306,5,Barrett Circles,Maureen,Hooper,6,Daughter,NA,Female,Student,None,NA
2307,5,Barrett Circles,Molly,Hooper,4,Daughter,NA,Female,Child,None,NA
2308,5,Barrett Circles,Garry,Hooper,0,Son,NA,Male,Child,None,NA
2309,5,Barrett Circles,Gail,Edwards,61,Sibling,Single,Female,Public affairs consultant,None,Christian
2310,5,Barrett Circles,Robin,Johnston,33,Lodger,Single,Male,"Civil engineer, consulting",None,Christian
2311,5,Barrett Circles,Andrew,Davies,59,Lodger,Single,Male,Diplomatic Services operational officer,None,None
2312,5,Barrett Circles,Gerard,Williams,44,Lodger,Single,Male,Clinical molecular geneticist,None,None
2313,5,Barrett Circles,Conor,Bailey,55,Lodger,Single,Male,Patent examiner,None,Christian
2314,5,Barrett Circles,Stewart,Burke,46,Lodger,Single,Male,Unemployed,None,Methodist
2315,5,Barrett Circles,Jessica,Stevens,20,Lodger,Divorced,Female,University Student,None,Christian
2316,5,Barrett Circles,Bernard,Davies,43,Sibling,Single,Male,Unemployed,None,None
2317,5,Barrett Circles,Dean,Harrison,56,Visitor,Single,Male,Adult guidance worker,None,None
2318,5,Barrett Circles,Maurice,Hunter,34,Lodger,Divorced,Male,Surgeon,None,Catholic
2319,5,Barrett Circles,Chloe,Thompson,43,Lodger,Single,Female,Customer service manager,None,Catholic
2320,5,Barrett Circles,Stephanie,Doyle,42,Lodger,Single,Female,Office manager,None,Christian
2321,6,Barrett Circles,Deborah,Allan,39,Head,Married,Female,Armed forces operational officer,None,None
2322,6,Barrett Circles,Conor,Allan,41,Husband,Married,Male,Operational researcher,None,None
2323,6,Barrett Circles,Matthew,Allan,12,Son,NA,Male,Student,None,NA
2324,6,Barrett Circles,Abigail,Allan,8,Daughter,NA,Female,Student,None,NA
2325,6,Barrett Circles,Roger,Allan,6,Son,NA,Male,Student,None,NA
2326,7,Barrett Circles,Eleanor,Craig,52,Head,Single,Female,Higher education careers adviser,None,Muslim
2327,7,Barrett Circles,Mohammad,Law,55,Partner,Single,Male,Sales promotion account executive,None,None
2328,7,Barrett Circles,Janice,Craig,30,Daughter,Divorced,Female,"Education officer, museum",None,Muslim
2329,7,Barrett Circles,Douglas,Craig,24,Son,Single,Male,Accounting technician,None,Muslim
2330,7,Barrett Circles,Adrian,Craig,20,Son,Divorced,Male,University Student,None,None
2331,7,Barrett Circles,Kirsty,Craig,13,Daughter,NA,Female,Student,None,NA
2332,7,Barrett Circles,Anthony,Craig,11,Son,NA,male,Student,None,NA
2333,7,Barrett Circles,Joanne,Craig,7,Daughter,NA,Female,Student,None,NA
2334,7,Barrett Circles,Judith,Craig,4,Daughter,NA,Female,Child,None,NA
2335,7,Barrett Circles,Ross,Craig,3,Son,NA,Male,Child,None,NA
2336,7,Barrett Circles,Ian,Boyle-Craig,2,Son,NA,Male,Child,None,NA
2337,7,Barrett Circles,Marie,Stevenson-Boyle-Craig,2,Daughter,NA,Female,Child,None,NA
2338,8,Barrett Circles,Katy,Carter,53,Head,Married,Female,Financial adviser,None,Methodist
2339,8,Barrett Circles,Benjamin,Carter,55,Husband,Married,Male,Forensic psychologist,None,Methodist
2340,8,Barrett Circles,Luke,Carter,17,Son,NA,Male,Student,None,NA
2341,8,Barrett Circles,Reece,Carter,16,Son,NA,Male,Student,None,NA
2342,8,Barrett Circles,Andrew,Carter,12,Son,NA,Male,Student,None,NA
2343,9,Barrett Circles,Lauren,Hall,39,Head,Divorced,Female,Contracting civil engineer,None,None
2344,9,Barrett Circles,Frances,Hall,12,Daughter,NA,Female,Student,None,NA
2345,9,Barrett Circles,Raymond,Hall,10,Son,NA,Male,Student,None,NA
2346,9,Barrett Circles,Jasmine,Hall,8,Daughter,NA,Female,Student,None,NA
2347,9,Barrett Circles,Abbie,Hall,5,Daughter,NA,Female,Student,None,NA
2348,10,Barrett Circles,Danielle,Gibson,38,Head,Married,Female,"Designer, multimedia",None,None
2349,10,Barrett Circles,Alexander,Gibson,37,Husband,Married,Male,Medical laboratory scientific officer,None,Christian
2350,10,Barrett Circles,Nicole,Gibson,9,Daughter,NA,Female,Student,None,NA
2351,10,Barrett Circles,Dylan,Gibson,8,Son,NA,Male,Student,None,NA
2352,10,Barrett Circles,Geoffrey,O'Neill-Gibson,6,Son,NA,Male,Student,None,NA
2353,10,Barrett Circles,Christopher,O'Neill-Gibson,6,Son,NA,Male,Student,None,NA
2354,10,Barrett Circles,Hollie,O'Neill-Gibson,3,Daughter,NA,Female,Child,None,NA
2355,10,Barrett Circles,Brian,O'Neill-Gibson,0,Son,NA,Male,Child,None,NA
2356,11,Barrett Circles,Luke,Hall,53,Head,Married,Male,"Engineer, control and instrumentation",None,Jewish
2357,11,Barrett Circles,Shirley,Hall,51,Wife,Married,Female,Chief Executive Officer,None,Jewish
2358,11,Barrett Circles,Terence,Hall,17,Son,NA,Male,Student,None,NA
2359,11,Barrett Circles,Allan,Hall,13,Son,NA,Male,Student,None,NA
2360,11,Barrett Circles,Maria,Hall,10,Daughter,NA,Female,Student,None,NA
2361,12,Barrett Circles,Abigail,Johnson,55,Head,Married,Female,Metallurgist,None,Christian
2362,12,Barrett Circles,Roger,Johnson,57,Husband,Married,Male,Education administrator,None,None
2363,12,Barrett Circles,Marion,Johnson,23,Daughter,Divorced,Female,Make,None,Christian
2364,12,Barrett Circles,Alexandra,Johnson,23,Daughter,Divorced,f,Environmental consultant,None,None
2365,12,Barrett Circles,Heather,Johnson,22,Daughter,Single,Female,University Student,None,Christian
2366,12,Barrett Circles,Linda,Johnson,20,Daughter,Single,Female,Counselling psychologist,None,None
2367,12,Barrett Circles,Pamela,Horton,17,Daughter,NA,Female,Student,None,NA
2368,13,Barrett Circles,Lauren,Hunt,39,Head,Divorced,Female,Unemployed,None,Catholic
2369,13,Barrett Circles,Neil,Hunt,4,Son,NA,Male,Child,None,NA
2370,13,Barrett Circles,Darren,Hunt,2,Son,NA,Male,Child,None,NA
2371,13,Barrett Circles,Steven,Hunt,0,Son,NA,Male,Child,None,NA
2372,13,Barrett Circles,Shane,Hunt,0,Son,NA,Male,Child,None,NA
2373,14,Barrett Circles,Barbara,Hopkins,63,Head,Married,Female,Unemployed,None,Christian
2374,14,Barrett Circles,Joseph,Hopkins,67,Husband,Married,Male,Medical technical officer,None,None
2375,14,Barrett Circles,Ashleigh,Hopkins,24,Daughter,Single,Female,Curator,None,Christian
2376,14,Barrett Circles,Wayne,Hopkins,20,Son,Divorced,Male,University Student,None,Christian
2377,14,Barrett Circles,Zoe,Hopkins,18,Daughter,Single,Female,Student,None,Christian
2378,15,Barrett Circles,Jordan,Todd,72,Head,Married,M,Retired Commissioning editor,None,Christian
2379,15,Barrett Circles,Lynda,Todd,70,Wife,Married,Female,Retired Intelligence analyst,None,None
2380,15,Barrett Circles,Peter,Todd,41,Son,Single,Male,Fast food restaurant manager,None,Christian
2381,15,Barrett Circles,Joyce,Todd,39,Daughter,Single,Female,Commercial horticulturist,None,Christian
2382,15,Barrett Circles,Charlie,Todd,36,Son,Divorced,Male,Airline pilot,None,None
2383,15,Barrett Circles,Gillian,Todd,29,Adopted Daughter,Divorced,Female,Exercise physiologist,None,None
2384,16,Barrett Circles,Nicole,Austin,39,Head,Married,Female,Quality manager,None,Christian
2385,16,Barrett Circles,Glenn,Austin,39,Husband,Married,Male,Product manager,None,None
2386,16,Barrett Circles,Kerry,Austin,5,Daughter,NA,Female,Student,None,NA
2387,16,Barrett Circles,Mohammed,Austin,3,Son,NA,Male,Child,None,NA
2388,16,Barrett Circles,George,Reeves,38,Sibling,Single,Male,Sales executive,None,Methodist
2389,17,Barrett Circles,Maureen,Watts,29,Head,Single,Female,Unemployed,None,None
2390,17,Barrett Circles,Cameron,Watts,3,Son,NA,Male,Child,None,NA
2391,17,Barrett Circles,Mark,Carter,2,Son,NA,Male,Child,None,NA
2392,17,Barrett Circles,Danny,Carter,0,Son,NA,Male,Child,None,NA
2393,17,Barrett Circles,Steven,Black,42,Lodger,Single,Male,Animator,None,None
2394,17,Barrett Circles,Harry,Pearson,40,Lodger,Divorced,Male,Insurance claims handler,None,Catholic
2395,17,Barrett Circles,Aimee,Chandler,23,Lodger,Single,Female,Fisheries officer,None,None
2396,17,Barrett Circles,Marie,Graham,54,Lodger,Single,Female,Ranger/warden,None,Christian
2397,17,Barrett Circles,George,James,49,Lodger,Single,Male,Race relations officer,None,None
2398,17,Barrett Circles,Yvonne,Hill,28,Lodger,Divorced,Female,"Administrator, charities/voluntary organisations",None,Catholic
2399,17,Barrett Circles,Denis,Thomas,57,Visitor,Single,Male,Multimedia programmer,None,Christian
2400,17,Barrett Circles,Jamie,Kelly,35,Lodger,Single,Male,"Designer, industrial/product",None,Catholic
2401,18,Barrett Circles,Tracey,Pugh,38,Head,Married,Female,Chartered loss adjuster,None,Christian
2402,18,Barrett Circles,Jake,Pugh,38,Husband,Married,Male,Haematologist,None,Christian
2403,18,Barrett Circles,Hilary,Pugh,8,Daughter,NA,Female,Student,None,NA
2404,18,Barrett Circles,Scott,Pugh,4,Son,NA,Male,Child,None,NA
2405,18,Barrett Circles,Marc,Pugh,3,Son,NA,Male,Child,None,NA
2406,18,Barrett Circles,Sam,Hayes,24,Lodger,Single,Male,Psychiatrist,None,None
2407,18,Barrett Circles,Lauren,Davis,35,Lodger,Single,Female,Medical technical officer,None,Catholic
2408,18,Barrett Circles,Ann,Buckley,31,Visitor,Single,Female,Veterinary surgeon,None,None
2409,18,Barrett Circles,Andrew,Marshall,59,Lodger,Single,Male,Web designer,None,Methodist
2410,18,Barrett Circles,Shirley,Ellis,39,Lodger,Single,Female,"Designer, graphic",None,None
2411,18,Barrett Circles,Frank,Johnson,44,Visitor,Single,Male,Chief of Staff,None,Christian
2412,18,Barrett Circles,Matthew,Smith,25,Sibling,Single,Male,Research scientist (maths),None,Muslim
2413,18,Barrett Circles,Catherine,Khan,34,Sibling,Single,Female,Banker,None,None
2414,19,Barrett Circles,Lesley,Jones,46,Head,Divorced,Female,Unemployed,None,None
2415,19,Barrett Circles,Lucy,Jones,9,Daughter,NA,Female,Student,None,NA
2416,19,Barrett Circles,Jordan,Jones,7,Son,NA,Male,Student,None,NA
2417,19,Barrett Circles,Laura,Jones,4,Daughter,NA,Female,Child,None,NA
2418,19,Barrett Circles,Norman,Jones,0,Son,NA,Male,Child,None,NA
2419,19,Barrett Circles,Bradley,Quinn,41,Cousin,Single,Male,Architectural technologist,None,Catholic
2420,19,Barrett Circles,Mary,Jones,51,Lodger,Divorced,Female,Interpreter,None,Christian
2421,19,Barrett Circles,Ben,Clarke,41,Sibling,Single,Male,Legal executive,None,Christian
2422,19,Barrett Circles,Amelia,Parsons,41,Lodger,Single,Female,"Engineer, building services",None,None
2423,19,Barrett Circles,Mitchell,Harper,43,Visitor,Divorced,Male,Unemployed,None,None
2424,19,Barrett Circles,Victor,Hall,34,Lodger,Single,Male,Product manager,None,None
2425,19,Barrett Circles,Dominic,King,36,Lodger,Single,Male,Pharmacologist,Disabled,Catholic
2426,20,Barrett Circles,Kate,Griffiths,45,Head,Divorced,Female,Unemployed,None,None
2427,20,Barrett Circles,Guy,Griffiths,16,Son,NA,Male,Student,None,NA
2428,20,Barrett Circles,Elizabeth,Griffiths,15,Daughter,NA,Female,Student,None,NA
2429,20,Barrett Circles,Sylvia,Griffiths,13,Daughter,NA,Female,Student,None,NA
2430,20,Barrett Circles,Darren,Khan-Griffiths,10,Son,NA,Male,Student,None,NA
2431,20,Barrett Circles,Damian,Khan-Griffiths,4,Son,NA,Male,Child,None,NA
2432,20,Barrett Circles,Antony,Khan-Griffiths,0,Son,NA,Male,Child,None,NA
2433,20,Barrett Circles,Carol,Young,64,Lodger,Single,Female,"Lecturer, further education",None,Christian
2434,20,Barrett Circles,Joel,King,31,Cousin,Single,Male,Quality manager,None,None
2435,20,Barrett Circles,Beth,Martin,42,Lodger,Single,Female,Industrial buyer,None,None
2436,20,Barrett Circles,Robert,O'Connor,40,Lodger,Divorced,Male,Cytogeneticist,None,Catholic
2437,21,Barrett Circles,Kim,Riley,43,Head,Married,Female,Quarry manager,None,Methodist
2438,21,Barrett Circles,Michael,Riley,46,Husband,Married,Male,Local government officer,None,None
2439,21,Barrett Circles,Ricky,Riley,16,Son,NA,Male,Student,None,NA
2440,21,Barrett Circles,Brett,Adams,14,Son,NA,Male,Student,None,NA
2441,21,Barrett Circles,Zoe,Adams,10,Daughter,NA,f,Student,None,NA
2442,21,Barrett Circles,Janice,Adams,5,Daughter,NA,Female,Student,None,NA
2443,22,Barrett Circles,Catherine,Reeves,71,Head,Married,Female,Retired Public librarian,None,Catholic
2444,22,Barrett Circles,Philip,Reeves,68,Husband,Married,Male,Retired Academic librarian,None,Catholic
2445,22,Barrett Circles,Rosie,Davies,23,Granddaughter,Single,Female,Energy engineer,None,Catholic
2446,22,Barrett Circles,Katy,Davies,21,Granddaughter,Divorced,Female,Garment/textile technologist,None,Catholic
2447,22,Barrett Circles,Rebecca,Smith,17,Granddaughter,NA,Female,Student,None,NA
2448,22,Barrett Circles,John,Smith,15,Grandson,NA,Male,Student,None,NA
2449,22,Barrett Circles,Kenneth,Walsh,15,Grandson,NA,Male,Student,None,NA
2450,22,Barrett Circles,Kate,Brown,11,Granddaughter,NA,Female,Student,None,NA
2451,22,Barrett Circles,Joe,Thomas,11,Grandson,NA,Male,Student,None,NA
2452,22,Barrett Circles,Hollie,Harvey,10,Granddaughter,NA,Female,Student,None,NA
2453,22,Barrett Circles,Sandra,Graham,9,Granddaughter,NA,Female,Student,None,NA
2454,22,Barrett Circles,Grace,Graham,8,Granddaughter,NA,Female,Student,None,NA
2455,22,Barrett Circles,Lawrence,Cook-Graham,5,Grandson,NA,Male,Student,None,NA
2456,22,Barrett Circles,Samuel,Brown,5,Grandson,NA,Male,Student,None,NA
2457,22,Barrett Circles,Kathleen,Thornton,5,Granddaughter,NA,Female,Student,None,NA
2458,22,Barrett Circles,Jordan,Thornton,5,Grandson,NA,Male,Student,None,NA
2459,22,Barrett Circles,Dominic,Jackson,4,Grandson,NA,Male,Child,None,NA
2460,22,Barrett Circles,Louis,Robinson,60,Lodger,Divorced,Male,Arboriculturist,None,Christian
2461,22,Barrett Circles,Dorothy,Williams,64,Sibling,Single,Female,"Psychologist, educational",None,Catholic
2462,22,Barrett Circles,Hollie,Nicholls,50,Lodger,Divorced,Female,Facilities manager,None,None
2463,23,Barrett Circles,Nicola,Taylor,73,Head,Widowed,Female,Retired Television floor manager,None,Christian
2464,23,Barrett Circles,Dennis,Taylor,28,Son,Single,Male,Warden/ranger,None,Christian
2465,23,Barrett Circles,Jessica,Taylor,22,Daughter,Single,Female,University Student,None,Christian
2466,23,Barrett Circles,Barbara,Taylor,18,Daughter,Divorced,Female,Student,None,Christian
2467,23,Barrett Circles,Amanda,Taylor,15,Daughter,NA,Female,Student,None,NA
2468,23,Barrett Circles,Lynne,Taylor,13,Daughter,NA,Female,Student,None,NA
2469,23,Barrett Circles,Toby,Taylor,10,Son,NA,Male,Student,None,NA
2470,23,Barrett Circles,Russell,Taylor,1,Son,NA,Male,Child,None,NA
2471,23,Barrett Circles,Tom,Morgan,20,Lodger,Divorced,Male,University Student,None,Methodist
2472,23,Barrett Circles,Katherine,Wright,28,Lodger,Single,Female,Chiropodist,None,None
2473,23,Barrett Circles,Kenneth,Morris,60,Lodger,Divorced,Male,Unemployed,None,None
2474,23,Barrett Circles,Jemma,Davis,30,Lodger,Single,Female,Unemployed,None,None
2475,24,Barrett Circles,Beth,James,27,Head,Single,Female,Unemployed,Disabled,Christian
2476,24,Barrett Circles,Francesca,James,6,Daughter,NA,Female,Student,None,NA
2477,24,Barrett Circles,Charlene,James,4,Daughter,NA,Female,Child,None,NA
2478,24,Barrett Circles,Roger,James,4,Son,NA,Male,Child,None,NA
2479,24,Barrett Circles,Emily,James,2,Daughter,NA,Female,Child,None,NA
2480,25,Barrett Circles,Christine,Palmer,47,Head,Divorced,Female,Risk manager,None,Methodist
2481,25,Barrett Circles,Jasmine,Palmer,13,Daughter,NA,Female,Student,None,NA
2482,25,Barrett Circles,Dean,Palmer,11,Son,NA,Male,Student,None,NA
2483,25,Barrett Circles,Anthony,Palmer,7,Son,NA,Male,Student,None,NA
2484,25,Barrett Circles,Donna,Jones,5,Daughter,NA,Female,Student,None,NA
2485,25,Barrett Circles,Henry,Glover,55,Lodger,Single,male,Astronomer,None,None
2486,25,Barrett Circles,Damien,White,63,Lodger,Widowed,Male,Travel agency manager,None,None
2487,25,Barrett Circles,Sally,Cross,63,Sibling,Divorced,Female,Unemployed,None,None
2488,25,Barrett Circles,Gary,Patel,61,Lodger,Single,Male,Health physicist,None,Christian
2489,25,Barrett Circles,Ronald,Baker,35,Lodger,Single,Male,"Radiographer, therapeutic",None,None
2490,26,Barrett Circles,Sophie,Hall,57,Head,Single,Female,Museum/gallery curator,None,None
2491,26,Barrett Circles,Elliot,Wilson,57,Partner,Single,Male,Contractor,None,None
2492,26,Barrett Circles,Henry,Hall,26,Son,Single,Male,Unemployed,None,None
2493,26,Barrett Circles,Jodie,Hall,22,Daughter,Single,Female,University Student,None,None
2494,26,Barrett Circles,Patrick,Hall,15,Son,NA,Male,Student,None,NA
2495,27,Barrett Circles,Teresa,King,46,Head,Single,Female,"Radiographer, diagnostic",None,None
2496,27,Barrett Circles,Marc,Taylor,53,Partner,Single,Male,"Engineer, structural",None,None
2497,27,Barrett Circles,Rosie,King,15,Daughter,NA,Female,Student,None,NA
2498,28,Barrett Circles,Carol,Reed,47,Head,Married,Female,Passenger transport manager,None,Christian
2499,28,Barrett Circles,Joel,Reed,51,Husband,Married,Male,"Producer, television/film/video",None,Christian
2500,28,Barrett Circles,Jeremy,Reed,30,Son,Single,Male,"Psychologist, prison and probation services",None,Christian
2501,28,Barrett Circles,Kenneth,Davies,26,Son,Single,Male,Gaffer,None,Christian
2502,28,Barrett Circles,Clive,Davies,3,Son,NA,Male,Child,None,NA
2503,29,Barrett Circles,Jenna,Booth,46,Head,Married,Female,"Production assistant, radio",None,None
2504,29,Barrett Circles,David,Booth,45,Husband,Married,Male,Unemployed,None,None
2505,29,Barrett Circles,Kim,Booth,17,Daughter,NA,Female,Student,None,NA
2506,29,Barrett Circles,Pamela,Booth,16,Daughter,NA,Female,Student,None,NA
2507,29,Barrett Circles,Edward,Booth,12,Son,NA,Male,Student,None,NA
2508,30,Barrett Circles,Helen,Warren,41,Head,Single,Female,"Engineer, broadcasting (operations)",None,None
2509,30,Barrett Circles,Kieran,Warren,3,Son,NA,Male,Child,None,NA
2510,30,Barrett Circles,Henry,Brown,44,Sibling,Divorced,Male,Research scientist (physical sciences),None,Christian
2511,30,Barrett Circles,Alex,Walton,63,Lodger,Single,Male,Broadcast journalist,None,Christian
2512,31,Barrett Circles,Emily,Coleman,49,Head,Married,Female,"Designer, graphic",None,Methodist
2513,31,Barrett Circles,Norman,Coleman,51,Husband,Married,Male,Engineering geologist,None,None
2514,31,Barrett Circles,Eileen,Coleman,28,Daughter,Single,Female,Retail manager,None,None
2515,31,Barrett Circles,Sheila,Coleman,26,Daughter,Single,Female,Financial trader,None,Methodist
2516,31,Barrett Circles,Nicole,Coleman,23,Daughter,Single,Female,Fine artist,None,None
2517,32,Barrett Circles,Abbie,Dawson,45,Head,Single,Female,Radio producer,None,None
2518,32,Barrett Circles,Robin,Dawson,24,Son,Widowed,Male,Technical brewer,None,None
2519,32,Barrett Circles,Carly,Dawson,21,Daughter,Single,Female,University Student,None,None
